tick,user,event
52,5022,aware
52,5022,evidence
52,5022,detect
52,10143,aware
52,10143,evidence
52,10143,detect
52,4002,aware
52,4002,evidence
52,4002,detect
52,11891,aware
52,11891,evidence
52,11891,detect
52,257,aware
52,257,evidence
52,257,detect
52,10731,aware
52,10731,evidence
52,10731,detect
55,10083,aware
55,10083,evidence
55,10083,detect
55,10968,aware
55,10968,evidence
55,10968,detect
66,9436,aware
66,9436,evidence
66,9436,detect
67,4254,aware
67,4254,evidence
67,4254,detect
67,5920,aware
67,5920,evidence
67,5920,detect
67,3989,aware
67,3989,evidence
67,3989,detect
67,3092,aware
67,3092,evidence
67,3092,detect
67,7816,aware
67,7816,evidence
67,7816,detect
67,7178,aware
67,7178,evidence
67,7178,detect
67,11520,aware
67,11520,evidence
67,11520,detect
67,10795,aware
67,10795,evidence
67,10795,detect
67,4861,aware
67,4861,evidence
67,4861,detect
67,4969,aware
67,4969,evidence
67,4969,detect
67,10064,aware
67,10064,evidence
67,10064,detect
67,805,aware
67,805,evidence
67,805,detect
67,2081,aware
67,2081,evidence
67,2081,detect
67,6794,aware
67,6794,evidence
67,6794,detect
67,3264,aware
67,3264,evidence
67,3264,detect
67,2004,aware
67,2004,evidence
67,2004,detect
67,11228,aware
67,11228,evidence
67,11228,detect
67,11656,aware
67,11656,evidence
67,11656,detect
67,98,aware
67,98,evidence
67,98,detect
67,4436,aware
67,4436,evidence
67,4436,detect
67,3974,aware
67,3974,evidence
67,3974,detect
67,1859,aware
67,1859,evidence
67,1859,detect
67,8802,aware
67,8802,evidence
67,8802,detect
67,7553,aware
67,7553,evidence
67,7553,detect
67,3122,aware
67,3122,evidence
67,3122,detect
67,8650,aware
67,8650,evidence
67,8650,detect
67,4287,aware
67,4287,evidence
67,4287,detect
67,4721,aware
67,4721,evidence
67,4721,detect
67,4542,aware
67,4542,evidence
67,4542,detect
67,6978,aware
67,6978,evidence
67,6978,detect
67,3034,aware
67,3034,evidence
67,3034,detect
67,2112,aware
67,2112,evidence
67,2112,detect
67,1249,aware
67,1249,evidence
67,1249,detect
67,3044,aware
67,3044,evidence
67,3044,detect
67,9936,aware
67,9936,evidence
67,9936,detect
67,9144,aware
67,9144,evidence
67,9144,detect
67,8584,aware
67,8584,evidence
67,8584,detect
67,330,aware
67,330,evidence
67,330,detect
67,9073,aware
67,9073,evidence
67,9073,detect
67,7897,aware
67,7897,evidence
67,7897,detect
67,913,aware
67,913,evidence
67,913,detect
67,6821,aware
67,6821,evidence
67,6821,detect
67,7309,aware
67,7309,evidence
67,7309,detect
67,5025,aware
67,5025,evidence
67,5025,detect
67,1342,aware
67,1342,evidence
67,1342,detect
69,6801,aware
69,6801,evidence
69,6801,detect
69,11585,aware
69,11585,evidence
69,11585,detect
69,1069,aware
69,1069,evidence
69,1069,detect
69,10987,aware
69,10987,evidence
69,10987,detect
70,10796,aware
70,10796,evidence
70,10796,detect
70,1968,aware
70,1968,evidence
70,1968,detect
70,6810,aware
70,6810,evidence
70,6810,detect
70,7771,aware
70,7771,evidence
70,7771,detect
